CCTV,#genre#
CCTV15,http://43.248.128.135:35455/gaoma/cctv15.m3u8$LR•IPV4『线路9』
CCTV15,http://49.74.145.161:35455/gaoma/cctv15.m3u8$LR•IPV4『线路10』
CCTV16,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$LR•IPV6『线路1』
CCTV16,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$LR•IPV6『线路2』
CCTV16,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226100/2.m3u8$LR•IPV6『线路3』
CCTV16,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8$LR•IPV6『线路4』
CCTV16,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8$LR•IPV6『线路5』
CCTV16,http://www.douzhicloud.site:35455/gaoma/cctv16.m3u8$LR•IPV4『线路6』
CCTV16,http://tv.kmhlzxs.top:35455/gaoma/cctv16.m3u8$LR•IPV4『线路7』
CCTV16,http://117.144.58.42:35455/gaoma/cctv16.m3u8$LR•IPV4『线路8』
CCTV16,http://li0580.top:35455/gaoma/cctv16.m3u8$LR•IPV4『线路9』
CCTV16,http://119.8.31.109:35455/gaoma/cctv16.m3u8$LR•IPV4『线路10』
CCTV17,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$LR•IPV6『线路1』
CCTV17,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$LR•IPV6『线路2』
CCTV17,http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$LR•IPV6『线路3』
CCTV17,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225765/index.m3u8$LR•IPV6『线路4』
CCTV17,http://[2409:8087:1a0a:df::4038]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8$LR•IPV6『线路5』
CCTV17,http://www.terrykang.xyz:35455/gaoma/cctv17.m3u8$LR•IPV4『线路6』
CCTV17,http://tv.kmhlzxs.top:35455/gaoma/cctv17.m3u8$LR•IPV4『线路7』
CCTV17,http://119.8.31.109:35455/gaoma/cctv17.m3u8$LR•IPV4『线路8』
CCTV17,http://www.douzhicloud.site:35455/gaoma/cctv17.m3u8$LR•IPV4『线路9』
CCTV17,http://li0580.top:35455/gaoma/cctv17.m3u8$LR•IPV4『线路10』
CCTV第一剧场,http://nas.hssvm.com:8888/udp/225.1.1.183:5002$LR•IPV4『线路1』
CCTV第一剧场,http://60.7.56.33:4000/udp/239.253.93.138:6428$LR•IPV4『线路2』
CCTV怀旧剧场,http://111.61.236.247:9081/hls/67/index.m3u8$LR•IPV4『线路1』
CCTV怀旧剧场,http://60.2.190.206:4000/udp/239.253.93.252:6430$LR•IPV4『线路2』
CCTV风云足球,http://120.238.94.10:9901/tsfile/live/1087_1.m3u8$LR•IPV4『线路1』
CCTV风云足球,http://183.11.239.36:808/hls/133/index.m3u8$LR•IPV4『线路2』
CCTV风云足球,http://111.61.236.247:9081/hls/58/index.m3u8$LR•IPV4『线路3』
CCTV兵器科技,http://60.2.190.206:4000/udp/239.253.93.47:6435$LR•IPV4
CCTV央视台球,http://36.129.204.117:9003//hls/71/index.m3u8$LR•IPV4『线路1』
CCTV央视台球,http://livetv.wqwqwq.sbs/rptv/G_TAIQIU-CQ.m3u8?license=gitv$LR•IPV4『线路2』
CCTV世界地理,http://111.61.236.247:9081/hls/62/index.m3u8$LR•IPV4『线路1』
CCTV世界地理,http://36.129.204.117:9003//hls/78/index.m3u8$LR•IPV4『线路2』
CCTV世界地理,http://60.2.190.206:4000/udp/239.253.92.113:8066$LR•IPV4『线路3』
CCTV世界地理,http://livetv.wqwqwq.sbs/rptv/G_SHIJIEDL-CQ.m3u8?license=gitv$LR•IPV4『线路4』
CCTV世界地理,http://60.7.56.33:4000/udp/239.253.92.131:6113$LR•IPV4『线路5』
CCTV女性时尚,http://111.61.236.247:9081/hls/59/index.m3u8$LR•IPV4
卫视,#genre#
湖南卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225745/2/index.m3u8$LR•IPV6『线路1』
湖南卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225704/2/index.m3u8$LR•IPV6『线路2』
湖南卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225490/2/index.m3u8$LR•IPV6『线路3』
湖南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225610/2.m3u8$LR•IPV6『线路4』
湖南卫视,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8$LR•IPV6『线路5』
湖南卫视,http://123.7.110.43:9901/tsfile/live/0128_3.m3u8$LR•IPV4『线路6』
湖南卫视,http://39.164.160.249:9901/tsfile/live/0128_1.m3u8$LR•IPV4『线路7』
湖南卫视,http://58.57.40.22:9901/tsfile/live/1028_1.m3u8$LR•IPV4『线路8』
湖南卫视,http://183.94.1.118:8801/tsfile/live/0128_1.m3u8$LR•IPV4『线路9』
湖南卫视,http://111.61.236.247:9081/hls/24/index.m3u8$LR•IPV4『线路10』
浙江卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225703/2/index.m3u8$LR•IPV6『线路1』
浙江卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225744/2/index.m3u8$LR•IPV6『线路2』
